age_yrBP,co2_1k,co2_10k
665000.0,182.84415200136357,184.66482009497827
666000.0,179.50902818934932,184.8543518146116
667000.0,174.37230336554993,185.01448673685158
668000.0,176.06210844210975,185.51844808553903
669000.0,181.32333688918862,186.24532750351673
670000.0,189.11722155100523,187.432476114457
671000.0,194.57104269389393,190.29224894566806
672000.0,195.2333056954725,194.29421499432212
673000.0,198.1484772159014,198.91723862380633
674000.0,203.14378510073564,203.05895975652476
675000.0,211.4418803134743,207.26373843375572
676000.0,219.52868867589004,211.66385935506077
677000.0,220.60253966039193,215.06304743601362
678000.0,217.47931976929402,218.00645670518028
679000.0,223.37112366149842,220.145343445499
680000.0,233.11843076405555,222.18540343975806
681000.0,228.56292350342224,223.3625324168434
682000.0,224.66739838713931,223.47241664783323
683000.0,219.53734461908886,223.6802777712346
684000.0,223.54438504332586,224.60497940667784
685000.0,223.21317008432774,225.19717822478748
686000.0,220.62753098578844,225.14486197479204
687000.0,222.6811508944059,226.087840019579
688000.0,226.72633612372582,227.59722680259037
689000.0,229.29311184259518,229.51682419717167
690000.0,232.59526826410143,230.99967483930754
691000.0,237.99270395129173,232.61743184102443
692000.0,239.76126621725265,234.4256603076305
693000.0,238.73331856490185,236.07468768022233
694000.0,238.3728914646846,237.4897662506287
695000.0,239.39074010149685,238.58528364666145
696000.0,238.7098156518491,239.1557169587465
697000.0,239.17142462032385,238.96876454565168
698000.0,240.87712182778944,238.08532875686888
699000.0,240.24828580292314,237.276554668032
700000.0,238.29960138495179,236.6919561584494
701000.0,236.12317982034372,236.15151567864214
702000.0,230.92690832942466,236.0388865554065
703000.0,230.64557767653295,235.86140743831237
704000.0,232.52690636885816,235.12923444133224
705000.0,233.98633530342426,234.559917410398
706000.0,237.58352441949273,233.72322709622932
707000.0,237.39663344938324,232.60303347091136
708000.0,233.55539185798781,231.9270517346999
709000.0,234.55511549358025,231.25445646194052
710000.0,229.93269824326532,230.7328304634671
711000.0,224.9212435671641,229.71251787044994
712000.0,224.1670909673103,227.89646814058779
713000.0,223.9196249489391,224.55141446884045
714000.0,227.31064638412388,220.20309905178883
715000.0,223.7832093732528,216.41439722595524
716000.0,219.4230271208711,214.50191871876146
717000.0,203.94609673190988,213.82217437333398
718000.0,190.07223768747176,213.1924462887067
719000.0,196.66809723524403,212.0115918758564
720000.0,210.80791317132778,210.62419793972367
721000.0,218.12380011288903,209.29893902609803
722000.0,217.86981012103783,208.47762992278632
723000.0,212.11108082043623,209.18216547735733
724000.0,213.43670702279638,211.18423910507923
725000.0,210.53062023699613,212.62365042951737
726000.0,211.20993608775393,212.62742129615066
727000.0,210.9914522776202,211.84929925307114
728000.0,210.0929739646908,211.2882540555085
729000.0,211.06221047962555,210.88781389353372
730000.0,210.8456218376604,210.59507890394417
731000.0,210.34257968209417,211.03802249195732
732000.0,212.2593581454113,211.64706776022254
733000.0,208.10667920068826,211.4645674317418
734000.0,210.50935712690105,210.4356718088065
735000.0,214.96005611712752,208.07081966071755
736000.0,217.30038877040616,205.52886207993524
737000.0,209.16644899281312,202.91912877638123
738000.0,199.80401773533762,200.59935468056477
739000.0,187.41368899873598,198.54105762643047
740000.0,185.42604602983718,196.31380777849466
741000.0,184.2452466465542,193.6450397464273
742000.0,189.06161718724647,190.74647598382597
743000.0,187.5237086593455,188.69559664869
744000.0,188.23685864754285,187.50426435018102
745000.0,188.27237579645393,187.59855351882334
746000.0,188.31475114439309,188.11302435591963
747000.0,188.65765564145337,188.8266752071746
748000.0,187.89069475024743,189.29265976981998
749000.0,188.3565806851594,190.19290600086597
750000.0,190.57075440080013,191.73260260998566
751000.0,191.3817551591039,192.8571322701458
752000.0,193.72146281370036,194.5583005323262
753000.0,196.52617096980524,196.70359533295021
754000.0,203.6338247387397,199.45194656198325
755000.0,199.5176723980553,202.81164673082736
756000.0,205.32643376619708,206.18134014063403
757000.0,210.11060364769372,209.274606505767
758000.0,215.37420704057772,211.47905634029317
759000.0,221.95358237360045,213.23397195296883
760000.0,224.26768849886665,214.96526173734645
761000.0,222.31441881043355,217.34091794365244
762000.0,215.76596115896194,219.86835589150783
763000.0,214.07532709656232,221.80231248775718
764000.0,220.94672258251583,222.67985099924059
765000.0,223.27423446111507,222.66274082108106
766000.0,230.6008132447513,222.99770247287688
767000.0,229.45016961018672,223.72789436003671
768000.0,224.14959215541222,225.8580315942666
769000.0,221.78248059200533,228.83970941669637
770000.0,227.61730501682473,230.65034227290658
771000.0,229.61633768203177,232.18529385877082
772000.0,237.0673335012608,233.50738204684916
773000.0,243.89210532086,235.41555024736272
774000.0,239.0530511446175,238.02848099065827
775000.0,238.6237503197579,241.3255708811643
776000.0,243.82169512553472,244.0129726782764
777000.0,248.5318516153219,246.45945144419707
778000.0,250.2788995883679,247.98342746916984
779000.0,254.75337949706596,249.19815976196895
780000.0,254.49132298794527,251.23941808073783
781000.0,254.08112534123848,252.983982279746
782000.0,252.3070937509885,254.75226165240497
783000.0,256.03942824885127,256.6098145444185
784000.0,259.4656343323064,257.92587078438703
785000.0,256.06939230983943,257.4464636290139
786000.0,261.5044888521245,255.49039804278792
787000.0,267.1073805354574,253.09407416965496
788000.0,263.4394619880529,250.35047747755547
789000.0,249.959307943335,246.1452180278392
790000.0,234.9306671256851,241.92655332097075
791000.0,230.1178866099091,237.29116820943028
792000.0,224.87112682999353,231.44616288996582
793000.0,213.98683375168875,224.5899129246237
794000.0,217.27898726362153,218.1599232833596
795000.0,209.71554119443485,213.19041046628058
796000.0,203.05443565747984,209.65307626075074
797000.0,198.54488088203615,206.5263346365826
798000.0,199.1395655754122,203.9063504523395
799000.0,200.26417977254505,202.43435106898747
800000.0,199.55732507038638,201.4029074885513
801000.0,198.85047036822772,200.71127197092983
802000.0,198.6712849875624,200.45092045020203
803000.0,199.2668399181685,200.6891753962228
804000.0,206.96455145925987,200.91054822776715
805000.0,202.7991860182203,201.01827630363752
